Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename
1,FED_20161114d_3T1_redo,2,D,19,0,0.000528776999999536,2,2.00283202799983,Agent,1,passive,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_19.jpg,Agent_passive_19.jpg
2,FED_20161114d_3T1_redo,2,D,43,2,2.00393128199994,2,1.99833498799944,Agent,0,active,Zach Star is balancing Kyle Square.,Zach,Star,Kyle,Square,Base_active_43.jpg,Agent_active_43.jpg
3,FED_20161114d_3T1_redo,2,D,34,4,4.00291812599971,2,1.99905111299995,Agent,0,active,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square,Base_active_34.jpg,Agent_active_34.jpg
,FED_20161114d_3T1_redo,2,D,NA,6,6.00261335999949,2,1.99922831500044,0,NA,,NA,NA,NA,NA,NA,,
4,FED_20161114d_3T1_redo,2,D,14,8,8.00273234199994,2,1.99917830399954,Patient,1,passive,Zach Star is being balanced by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_14.jpg,Patient_passive_14.jpg
5,FED_20161114d_3T1_redo,2,D,45,10,10.0025446579994,2,2.00032270700012,Agent,1,passive,Melissa Oval is being balanced by Zach Star.,Zach,Star,Melissa,Oval,Base_passive_45.jpg,Agent_passive_45.jpg
,FED_20161114d_3T1_redo,2,D,NA,12,12.0038212469999,2,1.9982425369999,0,NA,,NA,NA,NA,NA,NA,,
6,FED_20161114d_3T1_redo,2,D,30,14,14.0028546969997,2,2.00109891200009,Agent,0,active,Lily Triangle is balancing Melissa Oval.,Lily,Triangle,Melissa,Oval,Base_active_30.jpg,Agent_active_30.jpg
7,FED_20161114d_3T1_redo,2,D,14,16,16.004615418,2,1.99757432099977,Agent,1,passive,Zach Star is being balanced by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_14.jpg,Agent_passive_14.jpg
8,FED_20161114d_3T1_redo,2,D,58,18,18.0028547309994,2,2.00108209900009,Patient,0,active,Melissa Oval is balancing Kyle Square.,Melissa,Oval,Kyle,Square,Base_active_58.jpg,Patient_active_58.jpg
9,FED_20161114d_3T1_redo,2,D,1,20,20.0045406339996,2,1.99784401600027,Patient,0,active,Kyle Square is stopping Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_1.jpg,Patient_active_1.jpg
10,FED_20161114d_3T1_redo,2,D,33,22,22.0032312550002,2,1.99976507599968,Patient,1,passive,Melissa Oval is being stopped by Zach Star.,Zach,Star,Melissa,Oval,Base_passive_33.jpg,Patient_passive_33.jpg
11,FED_20161114d_3T1_redo,2,D,51,24,24.0038007200001,2,1.99858762299937,Agent,1,passive,Zach Star is being bounced by Melissa Oval.,Melissa,Oval,Zach,Star,Base_passive_51.jpg,Agent_passive_51.jpg
12,FED_20161114d_3T1_redo,2,D,32,26,26.0030771020001,2,2.00049269499959,Agent,0,active,Zach Star is stopping Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_32.jpg,Agent_active_32.jpg
,FED_20161114d_3T1_redo,2,D,NA,28,28.0041579939998,2,1.99730908099991,0,NA,,NA,NA,NA,NA,NA,,
13,FED_20161114d_3T1_redo,2,D,53,30,30.0020645059994,2,2.00059220500043,Patient,0,active,Melissa Oval is rolling Lily Triangle.,Melissa,Oval,Lily,Triangle,Base_active_53.jpg,Patient_active_53.jpg
