"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-11.txt",11,1,223,5,0.02859,2.5334,0.15735,0.25164,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-13.txt",13,1,135,2,0.021359,3.3694,0.14953,0.36666,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-15.txt",15,1,135,5,0.016989,1.4253,0.23657,0.29413,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-17.txt",17,1,167,3,0.011059,1.3121,0.14382,0.23218,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-19.txt",19,1,284,12,0.021173,1.8351,0.21769,0.32173,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-21.txt",21,1,223,0,0.01299,0.88085,0.099343,0.12073,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-23.txt",23,1,284,5,0.01504,3.16,0.17414,0.31851,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-5.txt",5,1,178,3,0.015949,1.8105,0.099224,0.21299,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-7.txt",7,1,178,11,0.012442,4.5533,0.22735,0.49123,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_296000-9.txt",9,1,284,5,0.0063815,1.6845,0.11353,0.1988,

