"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_62000-11.txt",11,1,105,3,0.020488,1.5291,0.19399,0.24865,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_62000-13.txt",13,1,135,5,0.06138,2.3538,0.32892,0.37287,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_62000-15.txt",15,1,135,4,0.034116,1.3716,0.25122,0.23844,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_62000-17.txt",17,1,167,5,0.031011,1.9691,0.20807,0.27288,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_62000-19.txt",19,1,284,2,0.014941,1.8473,0.15815,0.17219,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_62000-21.txt",21,1,284,9,0.022312,2.8123,0.26054,0.29031,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_62000-7.txt",7,1,178,4,0.016556,4.1257,0.18126,0.38241,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_62000-9.txt",9,1,178,0,0.017451,0.94335,0.13778,0.12365,

