file,manner,path,agent,itemset,blocktype,blocknum, trialnum
halfrotate_under_7.mp4,halfrotate,under,7,X,S,1, 1
halfrotate_under_7.mp4,halfrotate,under,7,X,S,1, 2
halfrotate_under_7.mp4,halfrotate,under,7,X,S,1, 3
halfrotate_under_7.mp4,halfrotate,under,7,X,S,1, 4
rotate_tofar_3.mp4,rotate,tofar,3,W,M,2, 5
rotate_to_2.mp4,rotate,to,2,W,M,2, 6
rotate_circle_1.mp4,rotate,circle,1,W,M,2, 7
rotate_onto_8.mp4,rotate,onto,8,W,M,2, 8
vibrate_underfar_5.mp4,vibrate,underfar,5,X,P,3, 9
stopstart_underfar_4.mp4,stopstart,underfar,4,X,P,3, 10
halfrotate_underfar_6.mp4,halfrotate,underfar,6,X,P,3, 11
bounce_underfar_7.mp4,bounce,underfar,7,X,P,3, 12
wheelie_to_8.mp4,wheelie,to,8,W,A,4, 13
rotate_tofar_8.mp4,rotate,tofar,8,W,A,4, 14
rock_circle_8.mp4,rock,circle,8,W,A,4, 15
sine_onto_8.mp4,sine,onto,8,W,A,4, 16
halfrotate_past_6.mp4,halfrotate,past,6,X,D,5, 17
vibrate_behind_7.mp4,vibrate,behind,7,X,D,5, 18
stopstart_under_4.mp4,stopstart,under,4,X,D,5, 19
bounce_underfar_5.mp4,bounce,underfar,5,X,D,5, 20
none_control1_8.mp4,none,control1,8,Y,C,6, 21
none_control2_1.mp4,none,control2,1,Y,C,6, 22
none_control3_2.mp4,none,control3,2,Y,C,6, 23
none_control4_3.mp4,none,control4,3,Y,C,6, 24
none_control8_5.mp4,none,control8,5,Z,C,7, 25
none_control7_6.mp4,none,control7,6,Z,C,7, 26
none_control5_4.mp4,none,control5,4,Z,C,7, 27
none_control6_7.mp4,none,control6,7,Z,C,7, 28
rotate_circle_2.mp4,rotate,circle,2,W,D,8, 29
rock_to_1.mp4,rock,to,1,W,D,8, 30
sine_tofar_3.mp4,sine,tofar,3,W,D,8, 31
wheelie_onto_8.mp4,wheelie,onto,8,W,D,8, 32
vibrate_under_6.mp4,vibrate,under,6,X,A,9, 33
stopstart_past_6.mp4,stopstart,past,6,X,A,9, 34
halfrotate_behind_6.mp4,halfrotate,behind,6,X,A,9, 35
bounce_underfar_6.mp4,bounce,underfar,6,X,A,9, 36
rock_tofar_3.mp4,rock,tofar,3,W,P,10, 37
rotate_tofar_1.mp4,rotate,tofar,1,W,P,10, 38
sine_tofar_2.mp4,sine,tofar,2,W,P,10, 39
wheelie_tofar_8.mp4,wheelie,tofar,8,W,P,10, 40
stopstart_underfar_5.mp4,stopstart,underfar,5,X,M,11, 41
stopstart_past_4.mp4,stopstart,past,4,X,M,11, 42
stopstart_under_6.mp4,stopstart,under,6,X,M,11, 43
stopstart_behind_7.mp4,stopstart,behind,7,X,M,11, 44
sine_to_3.mp4,sine,to,3,W,S,12, 45
sine_to_3.mp4,sine,to,3,W,S,12, 46
sine_to_3.mp4,sine,to,3,W,S,12, 47
sine_to_3.mp4,sine,to,3,W,S,12, 48
