trial_type,measured_onset,perfect_onset,trialnum
fix,14349.036699,14358.536699, 
realTrial,14370.517908,14365.036699, 1
realTrial,14371.850619,14371.536699, 2
realTrial,14378.165694,14378.036699, 3
realTrial,14384.665993,14384.536699, 4
realTrial,14391.166319,14391.036699, 5
realTrial,14397.668999,14397.536699, 6
realTrial,14404.172328,14404.036699, 7
realTrial,14410.673200,14410.536699, 8
realTrial,14417.171408,14417.036699, 9
realTrial,14423.667264,14423.536699, 10
realTrial,14430.166401,14430.036699, 11
realTrial,14436.673502,14436.536699, 12
realTrial,14443.170856,14443.036699, 13
realTrial,14449.672605,14449.536699, 14
realTrial,14456.172061,14456.036699, 15
realTrial,14462.672328,14462.536699, 16
realTrial,14469.169960,14469.036699, 17
realTrial,14475.672254,14475.536699, 18
realTrial,14482.164638,14482.036699, 19
realTrial,14488.668539,14488.536699, 20
realTrial,14495.166606,14495.036699, 21
realTrial,14501.665792,14501.536699, 22
realTrial,14508.165409,14508.036699, 23
realTrial,14514.666026,14514.536699, 24
fix,14521.037111,14521.036699, 
realTrial,14537.257447,14537.036699, 25
realTrial,14543.683760,14543.536699, 26
realTrial,14550.172575,14550.036699, 27
realTrial,14556.666568,14556.536699, 28
realTrial,14563.169064,14563.036699, 29
realTrial,14569.665913,14569.536699, 30
realTrial,14576.174828,14576.036699, 31
realTrial,14582.672126,14582.536699, 32
realTrial,14589.167758,14589.036699, 33
realTrial,14595.665331,14595.536699, 34
realTrial,14602.172950,14602.036699, 35
realTrial,14608.669166,14608.536699, 36
realTrial,14615.168847,14615.036699, 37
realTrial,14621.665843,14621.536699, 38
realTrial,14628.165176,14628.036699, 39
realTrial,14634.673776,14634.536699, 40
realTrial,14641.172552,14641.036699, 41
realTrial,14647.668723,14647.536699, 42
realTrial,14654.165262,14654.036699, 43
realTrial,14660.669173,14660.536699, 44
realTrial,14667.171830,14667.036699, 45
realTrial,14673.665123,14673.536699, 46
realTrial,14680.165051,14680.036699, 47
realTrial,14686.665195,14686.536699, 48
fix,14693.036749,14693.036699, 
