trial_type,measured_onset,perfect_onset,trialnum
fix,16365.669036,16375.169036, 
realTrial,16382.156846,16381.669036, 1
realTrial,16388.408414,16388.169036, 2
realTrial,16394.796984,16394.669036, 3
realTrial,16401.295717,16401.169036, 4
realTrial,16407.799106,16407.669036, 5
realTrial,16414.306841,16414.169036, 6
realTrial,16420.800952,16420.669036, 7
realTrial,16427.298407,16427.169036, 8
realTrial,16433.806943,16433.669036, 9
realTrial,16440.297203,16440.169036, 10
realTrial,16446.807552,16446.669036, 11
realTrial,16453.297606,16453.169036, 12
realTrial,16459.797958,16459.669036, 13
realTrial,16466.300112,16466.169036, 14
realTrial,16472.798082,16472.669036, 15
realTrial,16479.300681,16479.169036, 16
realTrial,16485.797553,16485.669036, 17
realTrial,16492.298080,16492.169036, 18
realTrial,16498.797589,16498.669036, 19
realTrial,16505.297978,16505.169036, 20
realTrial,16511.800116,16511.669036, 21
realTrial,16518.307230,16518.169036, 22
realTrial,16524.801127,16524.669036, 23
realTrial,16531.301404,16531.169036, 24
fix,16537.669237,16537.669036, 
realTrial,16553.888171,16553.669036, 25
realTrial,16560.315780,16560.169036, 26
realTrial,16566.796959,16566.669036, 27
realTrial,16573.306034,16573.169036, 28
realTrial,16579.802064,16579.669036, 29
realTrial,16586.297840,16586.169036, 30
realTrial,16592.794900,16592.669036, 31
realTrial,16599.297461,16599.169036, 32
realTrial,16605.798809,16605.669036, 33
realTrial,16612.301846,16612.169036, 34
realTrial,16618.798416,16618.669036, 35
realTrial,16625.296922,16625.169036, 36
realTrial,16631.799200,16631.669036, 37
realTrial,16638.305741,16638.169036, 38
realTrial,16644.801383,16644.669036, 39
realTrial,16651.297299,16651.169036, 40
realTrial,16657.799057,16657.669036, 41
realTrial,16664.297646,16664.169036, 42
realTrial,16670.805491,16670.669036, 43
realTrial,16677.305447,16677.169036, 44
realTrial,16683.799064,16683.669036, 45
realTrial,16690.297739,16690.169036, 46
realTrial,16696.796971,16696.669036, 47
realTrial,16703.301359,16703.169036, 48
fix,16709.669415,16709.669036, 
