   0.0 	      0 
  18.0 	      3 
  21.0 	      3 
  24.0 	      3 
  27.0 	      3 
  30.0 	      3 
  33.0 	      3 
  36.0 	      2 
  39.0 	      2 
  42.0 	      2 
  45.0 	      2 
  48.0 	      2 
  51.0 	      2 
  54.0 	      5 
  57.0 	      5 
  60.0 	      5 
  63.0 	      5 
  66.0 	      5 
  69.0 	      5 
  72.0 	      1 
  75.0 	      1 
  78.0 	      1 
  81.0 	      1 
  84.0 	      1 
  87.0 	      1 
  90.0 	      4 
  93.0 	      4 
  96.0 	      4 
  99.0 	      4 
 102.0 	      4 
 105.0 	      4 
 108.0 	      0 
 126.0 	      4 
 129.0 	      4 
 132.0 	      4 
 135.0 	      4 
 138.0 	      4 
 141.0 	      4 
 144.0 	      1 
 147.0 	      1 
 150.0 	      1 
 153.0 	      1 
 156.0 	      1 
 159.0 	      1 
 162.0 	      5 
 165.0 	      5 
 168.0 	      5 
 171.0 	      5 
 174.0 	      5 
 177.0 	      5 
 180.0 	      2 
 183.0 	      2 
 186.0 	      2 
 189.0 	      2 
 192.0 	      2 
 195.0 	      2 
 198.0 	      3 
 201.0 	      3 
 204.0 	      3 
 207.0 	      3 
 210.0 	      3 
 213.0 	      3 
 216.0 	      0 
