SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
FED_20161227b_3T2,2,y,4,2,1,16.008865118026733,20.526149034500122,Hard,"[6, 7, 11, 2, 4, 3, 12, 10]","[8, 4, 11, 12, 7, 3, 2, 6]",2,,0,
FED_20161227b_3T2,2,y,4,2,2,24.009953022003174,28.527206897735596,Hard,"[2, 10, 8, 6, 9, 5, 3, 4]","[2, 4, 6, 5, 9, 8, 11, 1]",1,1,1,1.50018310546875
FED_20161227b_3T2,2,y,4,2,3,32.010979890823364,36.528202056884766,Hard,"[5, 10, 4, 9, 8, 6, 7, 3]","[8, 3, 9, 6, 7, 5, 4, 1]",1,1,1,2.2002968788146973
FED_20161227b_3T2,2,y,4,2,4,40.01198196411133,44.52925896644592,Hard,"[12, 10, 11, 2, 9, 3, 4, 5]","[9, 3, 11, 12, 6, 10, 7, 2]",2,2,1,1.4001820087432861
FED_20161227b_3T2,2,y,4,2,5,48.013044118881226,52.53025698661804,Easy,"[6, 7, 3, 8]","[3, 6, 11, 7]",2,2,1,0.5500879287719727
FED_20161227b_3T2,2,y,4,2,6,56.01402497291565,60.53131103515625,Easy,"[1, 12, 8, 6]","[12, 8, 5, 1]",2,1,0,0.7667429447174072
FED_20161227b_3T2,2,y,4,2,7,64.01509094238281,68.53230690956116,Easy,"[5, 11, 8, 7]","[5, 1, 11, 8]",2,2,1,1.200200080871582
FED_20161227b_3T2,2,y,4,2,8,72.01615309715271,76.53336000442505,Easy,"[6, 2, 9, 8]","[8, 9, 2, 10]",1,1,1,2.0169379711151123
FED_20161227b_3T2,2,y,4,2,9,80.00048494338989,84.55109000205994,Easy,"[12, 5, 9, 10]","[1, 5, 9, 12]",2,2,1,0.8833520412445068
FED_20161227b_3T2,2,y,4,2,10,88.00153088569641,92.51874494552612,Easy,"[4, 1, 6, 9]","[6, 4, 1, 11]",1,1,1,0.7667980194091797
FED_20161227b_3T2,2,y,4,2,11,96.0025360584259,100.51980590820312,Easy,"[2, 4, 9, 11]","[4, 2, 11, 8]",1,1,1,1.4167671203613281
FED_20161227b_3T2,2,y,4,2,12,104.00358390808105,108.52082991600037,Easy,"[5, 12, 10, 1]","[5, 1, 12, 6]",1,1,1,1.1001811027526855
FED_20161227b_3T2,2,y,4,2,13,112.00467610359192,116.5218551158905,Hard,"[10, 12, 11, 7, 6, 5, 8, 1]","[5, 7, 6, 1, 11, 10, 9, 4]",1,1,1,1.1668329238891602
FED_20161227b_3T2,2,y,4,2,14,120.00551795959473,124.52291798591614,Hard,"[12, 2, 5, 11, 3, 9, 4, 8]","[6, 11, 3, 5, 2, 9, 10, 12]",2,2,1,1.5002100467681885
FED_20161227b_3T2,2,y,4,2,15,128.00667095184326,132.5239119529724,Hard,"[2, 1, 10, 6, 7, 9, 11, 12]","[10, 2, 3, 6, 7, 9, 5, 1]",2,1,0,0.7500979900360107
FED_20161227b_3T2,2,y,4,2,16,136.0076630115509,140.52496910095215,Hard,"[11, 6, 1, 5, 7, 12, 8, 2]","[7, 12, 10, 6, 8, 1, 11, 5]",2,2,1,1.450145959854126
FED_20161227b_3T2,2,y,4,2,17,160.01079607009888,164.52808904647827,Easy,"[11, 4, 6, 10]","[11, 5, 4, 6]",2,2,1,1.2167940139770508
FED_20161227b_3T2,2,y,4,2,18,168.01185607910156,172.52907991409302,Easy,"[4, 8, 5, 11]","[4, 10, 5, 8]",2,2,1,1.1001629829406738
FED_20161227b_3T2,2,y,4,2,19,176.01285910606384,180.5301389694214,Easy,"[6, 10, 8, 2]","[10, 6, 5, 8]",2,2,1,0.8834121227264404
FED_20161227b_3T2,2,y,4,2,20,184.01391792297363,188.53113102912903,Easy,"[3, 8, 11, 4]","[11, 4, 8, 7]",1,1,1,0.9668190479278564
FED_20161227b_3T2,2,y,4,2,21,192.01491904258728,196.53219294548035,Hard,"[5, 6, 4, 11, 2, 1, 8, 12]","[5, 2, 8, 6, 11, 4, 12, 7]",1,2,0,0.9000811576843262
