trial_type,measured_onset,perfect_onset,trialnum
fix,3018.347395,3027.847395, 
realTrial,3034.627611,3034.347395, 1
realTrial,3040.985601,3040.847395, 2
realTrial,3047.481449,3047.347395, 3
realTrial,3053.982561,3053.847395, 4
realTrial,3060.483659,3060.347395, 5
realTrial,3066.978685,3066.847395, 6
realTrial,3073.484237,3073.347395, 7
realTrial,3079.984584,3079.847395, 8
realTrial,3086.483880,3086.347395, 9
realTrial,3092.986521,3092.847395, 10
realTrial,3099.484956,3099.347395, 11
realTrial,3105.976943,3105.847395, 12
realTrial,3112.481543,3112.347395, 13
realTrial,3118.985146,3118.847395, 14
realTrial,3125.484435,3125.347395, 15
realTrial,3131.982382,3131.847395, 16
realTrial,3138.478707,3138.347395, 17
realTrial,3144.977002,3144.847395, 18
realTrial,3151.476801,3151.347395, 19
realTrial,3157.984010,3157.847395, 20
realTrial,3164.480354,3164.347395, 21
realTrial,3170.976163,3170.847395, 22
realTrial,3177.476718,3177.347395, 23
realTrial,3183.976860,3183.847395, 24
fix,3190.347827,3190.347395, 
realTrial,3206.543595,3206.347395, 25
realTrial,3212.976563,3212.847395, 26
realTrial,3219.476821,3219.347395, 27
realTrial,3225.977226,3225.847395, 28
realTrial,3232.477727,3232.347395, 29
realTrial,3238.984425,3238.847395, 30
realTrial,3245.484685,3245.347395, 31
realTrial,3251.976522,3251.847395, 32
realTrial,3258.478564,3258.347395, 33
realTrial,3264.975947,3264.847395, 34
realTrial,3271.475605,3271.347395, 35
realTrial,3277.986429,3277.847395, 36
realTrial,3284.484116,3284.347395, 37
realTrial,3290.977333,3290.847395, 38
realTrial,3297.485013,3297.347395, 39
realTrial,3303.976621,3303.847395, 40
realTrial,3310.477858,3310.347395, 41
realTrial,3316.984000,3316.847395, 42
realTrial,3323.481476,3323.347395, 43
realTrial,3329.980336,3329.847395, 44
realTrial,3336.485236,3336.347395, 45
realTrial,3342.984840,3342.847395, 46
realTrial,3349.480669,3349.347395, 47
realTrial,3355.982541,3355.847395, 48
fix,3362.347500,3362.347395, 
