trial_type,measured_onset,perfect_onset,trialnum
fix,27356.228925,27365.728925, 
realTrial,27372.730183,27372.228925, 1
realTrial,27378.962399,27378.728925, 2
realTrial,27385.362782,27385.228925, 3
realTrial,27391.857723,27391.728925, 4
realTrial,27398.360375,27398.228925, 5
realTrial,27404.860278,27404.728925, 6
realTrial,27411.358791,27411.228925, 7
realTrial,27417.859264,27417.728925, 8
realTrial,27424.366226,27424.228925, 9
realTrial,27430.863475,27430.728925, 10
realTrial,27437.358612,27437.228925, 11
realTrial,27443.858526,27443.728925, 12
realTrial,27450.360636,27450.228925, 13
realTrial,27456.860630,27456.728925, 14
realTrial,27463.358755,27463.228925, 15
realTrial,27469.859276,27469.728925, 16
realTrial,27476.359837,27476.228925, 17
realTrial,27482.858915,27482.728925, 18
realTrial,27489.367077,27489.228925, 19
realTrial,27495.866308,27495.728925, 20
realTrial,27502.362871,27502.228925, 21
realTrial,27508.858693,27508.728925, 22
realTrial,27515.358671,27515.228925, 23
realTrial,27521.858840,27521.728925, 24
fix,27528.229195,27528.228925, 
realTrial,27544.444417,27544.228925, 25
realTrial,27550.874316,27550.728925, 26
realTrial,27557.358972,27557.228925, 27
realTrial,27563.859090,27563.728925, 28
realTrial,27570.361779,27570.228925, 29
realTrial,27576.867764,27576.728925, 30
realTrial,27583.359021,27583.228925, 31
realTrial,27589.858499,27589.728925, 32
realTrial,27596.360327,27596.228925, 33
realTrial,27602.864225,27602.728925, 34
realTrial,27609.366630,27609.228925, 35
realTrial,27615.866761,27615.728925, 36
realTrial,27622.364535,27622.228925, 37
realTrial,27628.857459,27628.728925, 38
realTrial,27635.362963,27635.228925, 39
realTrial,27641.857678,27641.728925, 40
realTrial,27648.365307,27648.228925, 41
realTrial,27654.859115,27654.728925, 42
realTrial,27661.358421,27661.228925, 43
realTrial,27667.858432,27667.728925, 44
realTrial,27674.365143,27674.228925, 45
realTrial,27680.863557,27680.728925, 46
realTrial,27687.366023,27687.228925, 47
realTrial,27693.863325,27693.728925, 48
fix,27700.229103,27700.228925, 
