Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename
1,FED_20161228b_3T2,1,E,20,0,0.000480616999993799,2,2.00247794300049,Patient,0,active,Lily Triangle is bouncing Zach Star.,Lily,Triangle,Zach,Star,Base_active_20.jpg,Patient_active_20.jpg
,FED_20161228b_3T2,1,E,NA,2,2.00356710899905,2,1.99827746000119,0,NA,,NA,NA,NA,NA,NA,,
2,FED_20161228b_3T2,1,E,18,4,4.00262801099962,2,1.99994846700065,Patient,0,active,Lily Triangle is stopping Melissa Oval.,Lily,Triangle,Melissa,Oval,Base_active_18.jpg,Patient_active_18.jpg
3,FED_20161228b_3T2,1,E,42,6,6.00321749300019,2,1.99934023899914,Patient,0,active,Zach Star is shaking Melissa Oval.,Zach,Star,Melissa,Oval,Base_active_42.jpg,Patient_active_42.jpg
4,FED_20161228b_3T2,1,E,35,8,8.00314115800029,2,1.99884863499938,Agent,0,active,Zach Star is bouncing Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_35.jpg,Agent_active_35.jpg
5,FED_20161228b_3T2,1,E,18,10,10.002653133999,2,2.00083340099991,Agent,0,active,Lily Triangle is stopping Melissa Oval.,Lily,Triangle,Melissa,Oval,Base_active_18.jpg,Agent_active_18.jpg
6,FED_20161228b_3T2,1,E,38,12,12.004040202999,2,1.99976293899999,Patient,0,active,Zach Star is rolling Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_38.jpg,Patient_active_38.jpg
7,FED_20161228b_3T2,1,E,17,14,14.004389501999,2,1.9985318930012,Agent,0,active,Lily Triangle is stopping Zach Star.,Lily,Triangle,Zach,Star,Base_active_17.jpg,Agent_active_17.jpg
8,FED_20161228b_3T2,1,E,47,16,16.0035589159997,2,1.99891921500057,Patient,0,active,Melissa Oval is stopping Lily Triangle.,Melissa,Oval,Lily,Triangle,Base_active_47.jpg,Patient_active_47.jpg
9,FED_20161228b_3T2,1,E,22,18,18.0031122750006,2,1.9995962719986,Agent,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Agent_passive_22.jpg
,FED_20161228b_3T2,1,E,NA,20,20.0033255679991,2,1.99864778200026,0,NA,,NA,NA,NA,NA,NA,,
10,FED_20161228b_3T2,1,E,53,22,22.0026173860006,2,2.00144927899964,Patient,0,active,Melissa Oval is rolling Lily Triangle.,Melissa,Oval,Lily,Triangle,Base_active_53.jpg,Patient_active_53.jpg
11,FED_20161228b_3T2,1,E,21,24,24.004644785,2,1.99898256000051,Patient,0,active,Lily Triangle is bouncing Melissa Oval.,Lily,Triangle,Melissa,Oval,Base_active_21.jpg,Patient_active_21.jpg
12,FED_20161228b_3T2,1,E,22,26,26.0042403900006,2,1.99982409499898,Patient,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Patient_passive_22.jpg
,FED_20161228b_3T2,1,E,NA,28,28.0046697180005,2,1.99767706999955,0,NA,,NA,NA,NA,NA,NA,,
13,FED_20161228b_3T2,1,E,52,30,30.003098797999,2,1.99996295700112,Patient,1,passive,Kyle Square is being rolled by Melissa Oval.,Melissa,Oval,Kyle,Square,Base_passive_52.jpg,Patient_passive_52.jpg
14,FED_20161228b_3T2,1,E,43,32,32.0036858610001,2,1.99980143599896,Agent,0,active,Zach Star is balancing Kyle Square.,Zach,Star,Kyle,Square,Base_active_43.jpg,Agent_active_43.jpg
15,FED_20161228b_3T2,1,E,4,34,34.0040768399995,2,1.99802779200036,Agent,1,passive,Lily Triangle is being bounced by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_4.jpg,Agent_passive_4.jpg
,FED_20161228b_3T2,1,E,NA,36,36.0027223090001,2,1.99905721799951,0,NA,,NA,NA,NA,NA,NA,,
