file,manner,path,agent,itemset,blocktype,blocknum, trialnum
wheelie_tofar_1.mp4,wheelie,tofar,1,W,S,1, 1
wheelie_tofar_1.mp4,wheelie,tofar,1,W,S,1, 2
wheelie_tofar_1.mp4,wheelie,tofar,1,W,S,1, 3
wheelie_tofar_1.mp4,wheelie,tofar,1,W,S,1, 4
vibrate_underfar_5.mp4,vibrate,underfar,5,X,M,2, 5
vibrate_past_4.mp4,vibrate,past,4,X,M,2, 6
vibrate_under_6.mp4,vibrate,under,6,X,M,2, 7
vibrate_behind_7.mp4,vibrate,behind,7,X,M,2, 8
sine_circle_1.mp4,sine,circle,1,W,P,3, 9
rotate_circle_2.mp4,rotate,circle,2,W,P,3, 10
rock_circle_3.mp4,rock,circle,3,W,P,3, 11
wheelie_circle_8.mp4,wheelie,circle,8,W,P,3, 12
stopstart_under_4.mp4,stopstart,under,4,X,A,4, 13
vibrate_underfar_4.mp4,vibrate,underfar,4,X,A,4, 14
halfrotate_past_4.mp4,halfrotate,past,4,X,A,4, 15
bounce_behind_4.mp4,bounce,behind,4,X,A,4, 16
wheelie_onto_2.mp4,wheelie,onto,2,W,D,5, 17
rotate_to_1.mp4,rotate,to,1,W,D,5, 18
rock_tofar_3.mp4,rock,tofar,3,W,D,5, 19
sine_circle_8.mp4,sine,circle,8,W,D,5, 20
none_control8_4.mp4,none,control8,4,Z,C,6, 21
none_control5_6.mp4,none,control5,6,Z,C,6, 22
none_control6_5.mp4,none,control6,5,Z,C,6, 23
none_control7_7.mp4,none,control7,7,Z,C,6, 24
none_control1_1.mp4,none,control1,1,Y,C,7, 25
none_control2_8.mp4,none,control2,8,Y,C,7, 26
none_control3_2.mp4,none,control3,2,Y,C,7, 27
none_control4_3.mp4,none,control4,3,Y,C,7, 28
bounce_under_4.mp4,bounce,under,4,X,D,8, 29
stopstart_underfar_5.mp4,stopstart,underfar,5,X,D,8, 30
halfrotate_past_7.mp4,halfrotate,past,7,X,D,8, 31
vibrate_behind_6.mp4,vibrate,behind,6,X,D,8, 32
rock_to_2.mp4,rock,to,2,W,A,9, 33
sine_tofar_2.mp4,sine,tofar,2,W,A,9, 34
wheelie_circle_2.mp4,wheelie,circle,2,W,A,9, 35
rotate_onto_2.mp4,rotate,onto,2,W,A,9, 36
bounce_past_5.mp4,bounce,past,5,X,P,10, 37
halfrotate_past_6.mp4,halfrotate,past,6,X,P,10, 38
vibrate_past_7.mp4,vibrate,past,7,X,P,10, 39
stopstart_past_4.mp4,stopstart,past,4,X,P,10, 40
rotate_circle_1.mp4,rotate,circle,1,W,M,11, 41
rotate_to_2.mp4,rotate,to,2,W,M,11, 42
rotate_tofar_3.mp4,rotate,tofar,3,W,M,11, 43
rotate_onto_8.mp4,rotate,onto,8,W,M,11, 44
halfrotate_behind_6.mp4,halfrotate,behind,6,X,S,12, 45
halfrotate_behind_6.mp4,halfrotate,behind,6,X,S,12, 46
halfrotate_behind_6.mp4,halfrotate,behind,6,X,S,12, 47
halfrotate_behind_6.mp4,halfrotate,behind,6,X,S,12, 48
