trial_type,measured_onset,perfect_onset,trialnum
fix,32143.161326,32152.661326, 
realTrial,32162.450572,32159.161326, 1
realTrial,32165.970656,32165.661326, 2
realTrial,32172.291302,32172.161326, 3
realTrial,32178.790368,32178.661326, 4
realTrial,32185.290644,32185.161326, 5
realTrial,32191.790128,32191.661326, 6
realTrial,32198.290403,32198.161326, 7
realTrial,32204.791244,32204.661326, 8
realTrial,32211.290343,32211.161326, 9
realTrial,32217.789339,32217.661326, 10
realTrial,32224.291286,32224.161326, 11
realTrial,32230.789880,32230.661326, 12
realTrial,32237.290908,32237.161326, 13
realTrial,32243.791370,32243.661326, 14
realTrial,32250.291249,32250.161326, 15
realTrial,32256.790209,32256.661326, 16
realTrial,32263.290618,32263.161326, 17
realTrial,32269.790575,32269.661326, 18
realTrial,32276.291198,32276.161326, 19
realTrial,32282.791002,32282.661326, 20
realTrial,32289.291639,32289.161326, 21
realTrial,32295.790420,32295.661326, 22
realTrial,32302.290726,32302.161326, 23
realTrial,32308.790718,32308.661326, 24
fix,32315.161937,32315.161326, 
realTrial,32331.374921,32331.161326, 25
realTrial,32337.803811,32337.661326, 26
realTrial,32344.290380,32344.161326, 27
realTrial,32350.791237,32350.661326, 28
realTrial,32357.291243,32357.161326, 29
realTrial,32363.790389,32363.661326, 30
realTrial,32370.290202,32370.161326, 31
realTrial,32376.790382,32376.661326, 32
realTrial,32383.293922,32383.161326, 33
realTrial,32389.790390,32389.661326, 34
realTrial,32396.290025,32396.161326, 35
realTrial,32402.791492,32402.661326, 36
realTrial,32409.291212,32409.161326, 37
realTrial,32415.790534,32415.661326, 38
realTrial,32422.290585,32422.161326, 39
realTrial,32428.790991,32428.661326, 40
realTrial,32435.291918,32435.161326, 41
realTrial,32441.790465,32441.661326, 42
realTrial,32448.290701,32448.161326, 43
realTrial,32454.790224,32454.661326, 44
realTrial,32461.290739,32461.161326, 45
realTrial,32467.789877,32467.661326, 46
realTrial,32474.290348,32474.161326, 47
realTrial,32480.790541,32480.661326, 48
fix,32487.161362,32487.161326, 
