SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
FED_20161228a_3T2,2,y,4,1,25,224.00144982337952,228.51869702339172,Easy,"[10, 11, 5, 12]","[5, 12, 10, 8]",1,1,1,1.0834767818450928
FED_20161228a_3T2,2,y,4,1,26,232.00249791145325,236.51976490020752,Easy,"[12, 11, 5, 10]","[11, 7, 5, 12]",2,2,1,1.50018310546875
FED_20161228a_3T2,2,y,4,1,27,240.00352597236633,244.52079701423645,Easy,"[9, 12, 5, 7]","[7, 9, 12, 6]",1,1,1,1.3668229579925537
FED_20161228a_3T2,2,y,4,1,28,248.00457382202148,252.52182984352112,Easy,"[5, 6, 12, 2]","[5, 2, 12, 8]",1,1,1,1.1668250560760498
FED_20161228a_3T2,2,y,4,1,29,256.02229285240173,260.5228579044342,Hard,"[3, 11, 8, 2, 5, 12, 10, 9]","[2, 9, 8, 11, 3, 10, 7, 6]",1,1,1,1.5001790523529053
FED_20161228a_3T2,2,y,4,1,30,264.0065059661865,268.52389192581177,Hard,"[7, 2, 10, 8, 9, 11, 12, 1]","[9, 1, 12, 7, 2, 8, 10, 6]",1,1,1,1.7335689067840576
FED_20161228a_3T2,2,y,4,1,31,272.00760197639465,276.52493596076965,Hard,"[9, 4, 12, 11, 8, 2, 1, 10]","[4, 8, 2, 9, 11, 1, 5, 6]",1,1,1,1.0501039028167725
FED_20161228a_3T2,2,y,4,1,32,280.0086989402771,284.5259590148926,Hard,"[5, 7, 3, 2, 8, 4, 9, 12]","[7, 1, 2, 5, 9, 8, 3, 4]",2,1,0,1.6168949604034424
FED_20161228a_3T2,2,y,4,1,33,304.0117609500885,308.5289900302887,Easy,"[11, 4, 7, 9]","[11, 4, 9, 3]",1,1,1,1.6502439975738525
FED_20161228a_3T2,2,y,4,1,34,312.012797832489,316.53005385398865,Easy,"[11, 12, 10, 4]","[12, 1, 10, 11]",2,2,1,1.6668760776519775
FED_20161228a_3T2,2,y,4,1,35,320.0138130187988,324.5309808254242,Easy,"[3, 11, 5, 8]","[11, 5, 8, 12]",1,1,1,1.2002451419830322
FED_20161228a_3T2,2,y,4,1,36,328.0148630142212,332.5320909023285,Easy,"[2, 7, 3, 10]","[2, 7, 3, 5]",2,2,1,1.6835319995880127
FED_20161228a_3T2,2,y,4,1,37,336.01589798927307,340.5331029891968,Hard,"[5, 2, 11, 10, 9, 6, 4, 8]","[5, 11, 2, 6, 4, 10, 1, 3]",1,1,1,2.0836009979248047
FED_20161228a_3T2,2,y,4,1,38,344.00021982192993,348.5174448490143,Hard,"[2, 5, 8, 7, 11, 12, 3, 10]","[2, 7, 6, 5, 11, 1, 12, 8]",2,1,0,2.150282144546509
FED_20161228a_3T2,2,y,4,1,39,352.001238822937,356.5184998512268,Hard,"[11, 10, 2, 3, 12, 8, 5, 7]","[8, 10, 4, 6, 11, 2, 12, 3]",2,1,0,1.583517074584961
FED_20161228a_3T2,2,y,4,1,40,360.0022518634796,364.5195059776306,Hard,"[3, 8, 10, 4, 1, 12, 2, 6]","[8, 1, 4, 2, 10, 12, 11, 5]",1,1,1,2.38360595703125
FED_20161228a_3T2,2,y,4,1,41,368.0032639503479,372.5205578804016,Hard,"[10, 12, 9, 6, 3, 2, 1, 11]","[10, 3, 9, 6, 8, 12, 4, 2]",2,2,1,1.4002010822296143
FED_20161228a_3T2,2,y,4,1,42,376.00432896614075,380.5216019153595,Hard,"[2, 11, 9, 7, 6, 5, 10, 8]","[7, 6, 12, 2, 11, 5, 1, 9]",2,2,1,1.900252103805542
FED_20161228a_3T2,2,y,4,1,43,384.00540590286255,388.52264285087585,Hard,"[8, 9, 4, 10, 6, 7, 2, 1]","[3, 4, 2, 9, 8, 7, 6, 10]",2,2,1,2.1336209774017334
FED_20161228a_3T2,2,y,4,1,44,392.0231239795685,396.52362394332886,Hard,"[8, 3, 9, 12, 11, 7, 6, 5]","[3, 9, 10, 7, 8, 4, 12, 11]",2,2,1,1.2835350036621094
FED_20161228a_3T2,2,y,4,1,45,400.0074508190155,404.52469396591187,Easy,"[1, 9, 12, 8]","[9, 8, 1, 4]",1,1,1,1.8169329166412354
FED_20161228a_3T2,2,y,4,1,46,408.0084969997406,412.52572989463806,Easy,"[12, 3, 9, 6]","[3, 6, 9, 4]",1,1,1,1.4835350513458252
FED_20161228a_3T2,2,y,4,1,47,416.00953483581543,420.5268008708954,Easy,"[7, 3, 10, 5]","[5, 7, 10, 11]",1,1,1,1.3168129920959473
FED_20161228a_3T2,2,y,4,1,48,424.010568857193,428.52783489227295,Easy,"[10, 9, 11, 2]","[10, 2, 9, 8]",1,1,1,1.5501770973205566
