   0.0 	      0 
  18.0 	      4 
  21.0 	      4 
  24.0 	      4 
  27.0 	      4 
  30.0 	      4 
  33.0 	      4 
  36.0 	      1 
  39.0 	      1 
  42.0 	      1 
  45.0 	      1 
  48.0 	      1 
  51.0 	      1 
  54.0 	      5 
  57.0 	      5 
  60.0 	      5 
  63.0 	      5 
  66.0 	      5 
  69.0 	      5 
  72.0 	      2 
  75.0 	      2 
  78.0 	      2 
  81.0 	      2 
  84.0 	      2 
  87.0 	      2 
  90.0 	      3 
  93.0 	      3 
  96.0 	      3 
  99.0 	      3 
 102.0 	      3 
 105.0 	      3 
 108.0 	      0 
 126.0 	      3 
 129.0 	      3 
 132.0 	      3 
 135.0 	      3 
 138.0 	      3 
 141.0 	      3 
 144.0 	      2 
 147.0 	      2 
 150.0 	      2 
 153.0 	      2 
 156.0 	      2 
 159.0 	      2 
 162.0 	      5 
 165.0 	      5 
 168.0 	      5 
 171.0 	      5 
 174.0 	      5 
 177.0 	      5 
 180.0 	      1 
 183.0 	      1 
 186.0 	      1 
 189.0 	      1 
 192.0 	      1 
 195.0 	      1 
 198.0 	      4 
 201.0 	      4 
 204.0 	      4 
 207.0 	      4 
 210.0 	      4 
 213.0 	      4 
 216.0 	      0 
