trial_type,measured_onset,perfect_onset,trialnum
fix,27439.054674,27448.554674, 
realTrial,27455.531911,27455.054674, 1
realTrial,27461.797310,27461.554674, 2
realTrial,27468.184724,27468.054674, 3
realTrial,27474.683801,27474.554674, 4
realTrial,27481.184938,27481.054674, 5
realTrial,27487.684118,27487.554674, 6
realTrial,27494.183777,27494.054674, 7
realTrial,27500.683742,27500.554674, 8
realTrial,27507.184346,27507.054674, 9
realTrial,27513.684270,27513.554674, 10
realTrial,27520.183848,27520.054674, 11
realTrial,27526.683826,27526.554674, 12
realTrial,27533.184159,27533.054674, 13
realTrial,27539.683232,27539.554674, 14
realTrial,27546.184304,27546.054674, 15
realTrial,27552.682362,27552.554674, 16
realTrial,27559.183871,27559.054674, 17
realTrial,27565.684287,27565.554674, 18
realTrial,27572.183809,27572.054674, 19
realTrial,27578.683434,27578.554674, 20
realTrial,27585.186014,27585.054674, 21
realTrial,27591.683439,27591.554674, 22
realTrial,27598.182350,27598.054674, 23
realTrial,27604.682963,27604.554674, 24
fix,27611.054891,27611.054674, 
realTrial,27627.272354,27627.054674, 25
realTrial,27633.701419,27633.554674, 26
realTrial,27640.183308,27640.054674, 27
realTrial,27646.683224,27646.554674, 28
realTrial,27653.186102,27653.054674, 29
realTrial,27659.683101,27659.554674, 30
realTrial,27666.191769,27666.054674, 31
realTrial,27672.683097,27672.554674, 32
realTrial,27679.189575,27679.054674, 33
realTrial,27685.683861,27685.554674, 34
realTrial,27692.183832,27692.054674, 35
realTrial,27698.683138,27698.554674, 36
realTrial,27705.185483,27705.054674, 37
realTrial,27711.688944,27711.554674, 38
realTrial,27718.182510,27718.054674, 39
realTrial,27724.684013,27724.554674, 40
realTrial,27731.185344,27731.054674, 41
realTrial,27737.683693,27737.554674, 42
realTrial,27744.183251,27744.054674, 43
realTrial,27750.683871,27750.554674, 44
realTrial,27757.185695,27757.054674, 45
realTrial,27763.683171,27763.554674, 46
realTrial,27770.188744,27770.054674, 47
realTrial,27776.684042,27776.554674, 48
fix,27783.054785,27783.054674, 
