trial_type,measured_onset,perfect_onset,trialnum
fix,23290.604039,23300.104039, 
realTrial,23312.287477,23306.604039, 1
realTrial,23313.395164,23313.104039, 2
realTrial,23319.737614,23319.604039, 3
realTrial,23326.241467,23326.104039, 4
realTrial,23332.737116,23332.604039, 5
realTrial,23339.238825,23339.104039, 6
realTrial,23345.737574,23345.604039, 7
realTrial,23352.237072,23352.104039, 8
realTrial,23358.739632,23358.604039, 9
realTrial,23365.240372,23365.104039, 10
realTrial,23371.737351,23371.604039, 11
realTrial,23378.241200,23378.104039, 12
realTrial,23384.740207,23384.604039, 13
realTrial,23391.237025,23391.104039, 14
realTrial,23397.740132,23397.604039, 15
realTrial,23404.240757,23404.104039, 16
realTrial,23410.738563,23410.604039, 17
realTrial,23417.233339,23417.104039, 18
realTrial,23423.733714,23423.604039, 19
realTrial,23430.233052,23430.104039, 20
realTrial,23436.737249,23436.604039, 21
realTrial,23443.237048,23443.104039, 22
realTrial,23449.742689,23449.604039, 23
realTrial,23456.237878,23456.104039, 24
fix,23462.604609,23462.604039, 
realTrial,23478.811966,23478.604039, 25
realTrial,23485.250666,23485.104039, 26
realTrial,23491.737414,23491.604039, 27
realTrial,23498.236725,23498.104039, 28
realTrial,23504.737054,23504.604039, 29
realTrial,23511.232808,23511.104039, 30
realTrial,23517.733458,23517.604039, 31
realTrial,23524.232462,23524.104039, 32
realTrial,23530.736741,23530.604039, 33
realTrial,23537.240511,23537.104039, 34
realTrial,23543.740292,23543.604039, 35
realTrial,23550.236889,23550.104039, 36
realTrial,23556.738995,23556.604039, 37
realTrial,23563.241232,23563.104039, 38
realTrial,23569.740771,23569.604039, 39
realTrial,23576.240422,23576.104039, 40
realTrial,23582.738335,23582.604039, 41
realTrial,23589.240206,23589.104039, 42
realTrial,23595.742835,23595.604039, 43
realTrial,23602.237389,23602.104039, 44
realTrial,23608.741501,23608.604039, 45
realTrial,23615.241535,23615.104039, 46
realTrial,23621.740992,23621.604039, 47
realTrial,23628.241048,23628.104039, 48
fix,23634.604388,23634.604039, 
