   0.0 	      0 
  18.0 	      5 
  21.0 	      5 
  24.0 	      5 
  27.0 	      5 
  30.0 	      5 
  33.0 	      5 
  36.0 	      3 
  39.0 	      3 
  42.0 	      3 
  45.0 	      3 
  48.0 	      3 
  51.0 	      3 
  54.0 	      1 
  57.0 	      1 
  60.0 	      1 
  63.0 	      1 
  66.0 	      1 
  69.0 	      1 
  72.0 	      4 
  75.0 	      4 
  78.0 	      4 
  81.0 	      4 
  84.0 	      4 
  87.0 	      4 
  90.0 	      2 
  93.0 	      2 
  96.0 	      2 
  99.0 	      2 
 102.0 	      2 
 105.0 	      2 
 108.0 	      0 
 126.0 	      2 
 129.0 	      2 
 132.0 	      2 
 135.0 	      2 
 138.0 	      2 
 141.0 	      2 
 144.0 	      4 
 147.0 	      4 
 150.0 	      4 
 153.0 	      4 
 156.0 	      4 
 159.0 	      4 
 162.0 	      1 
 165.0 	      1 
 168.0 	      1 
 171.0 	      1 
 174.0 	      1 
 177.0 	      1 
 180.0 	      3 
 183.0 	      3 
 186.0 	      3 
 189.0 	      3 
 192.0 	      3 
 195.0 	      3 
 198.0 	      5 
 201.0 	      5 
 204.0 	      5 
 207.0 	      5 
 210.0 	      5 
 213.0 	      5 
 216.0 	      0 
