trial_type,measured_onset,perfect_onset,trialnum
fix,3833.726868,3843.226868, 
realTrial,3850.205689,3849.726868, 1
realTrial,3856.439860,3856.226868, 2
realTrial,3862.864229,3862.726868, 3
realTrial,3869.355352,3869.226868, 4
realTrial,3875.862901,3875.726868, 5
realTrial,3882.359282,3882.226868, 6
realTrial,3888.863762,3888.726868, 7
realTrial,3895.364237,3895.226868, 8
realTrial,3901.862196,3901.726868, 9
realTrial,3908.355322,3908.226868, 10
realTrial,3914.854757,3914.726868, 11
realTrial,3921.355567,3921.226868, 12
realTrial,3927.861284,3927.726868, 13
realTrial,3934.361749,3934.226868, 14
realTrial,3940.855641,3940.726868, 15
realTrial,3947.363413,3947.226868, 16
realTrial,3953.855708,3953.726868, 17
realTrial,3960.355321,3960.226868, 18
realTrial,3966.861954,3966.726868, 19
realTrial,3973.361316,3973.226868, 20
realTrial,3979.859233,3979.726868, 21
realTrial,3986.362908,3986.226868, 22
realTrial,3992.863983,3992.726868, 23
realTrial,3999.363418,3999.226868, 24
fix,4005.727275,4005.726868, 
realTrial,4021.940326,4021.726868, 25
realTrial,4028.372461,4028.226868, 26
realTrial,4034.855647,4034.726868, 27
realTrial,4041.362550,4041.226868, 28
realTrial,4047.856975,4047.726868, 29
realTrial,4054.359903,4054.226868, 30
realTrial,4060.856020,4060.726868, 31
realTrial,4067.363391,4067.226868, 32
realTrial,4073.863515,4073.726868, 33
realTrial,4080.360392,4080.226868, 34
realTrial,4086.855588,4086.726868, 35
realTrial,4093.354908,4093.226868, 36
realTrial,4099.856676,4099.726868, 37
realTrial,4106.355381,4106.226868, 38
realTrial,4112.855174,4112.726868, 39
realTrial,4119.355681,4119.226868, 40
realTrial,4125.856413,4125.726868, 41
realTrial,4132.362055,4132.226868, 42
realTrial,4138.859414,4138.726868, 43
realTrial,4145.364186,4145.226868, 44
realTrial,4151.860724,4151.726868, 45
realTrial,4158.359690,4158.226868, 46
realTrial,4164.859111,4164.726868, 47
realTrial,4171.363153,4171.226868, 48
fix,4177.727181,4177.726868, 
