Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename
1,FED_20161114d_3T1_redo,1,C,56,0,0.000441172000137158,2,2.00331284399999,Patient,1,passive,Lily Triangle is being shaken by Melissa Oval.,Melissa,Oval,Lily,Triangle,Base_passive_56.jpg,Patient_passive_56.jpg
2,FED_20161114d_3T1_redo,1,C,1,2,2.00435520100018,2,1.99888772000031,Agent,1,passive,Lily Triangle is being stopped by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_1.jpg,Agent_passive_1.jpg
3,FED_20161114d_3T1_redo,1,C,60,4,4.00382892200014,2,1.99852348500008,Patient,1,passive,Zach Star is being balanced by Melissa Oval.,Melissa,Oval,Zach,Star,Base_passive_60.jpg,Patient_passive_60.jpg
4,FED_20161114d_3T1_redo,1,C,43,6,6.00296979999985,2,1.99997945599989,Agent,1,passive,Kyle Square is being balanced by Zach Star.,Zach,Star,Kyle,Square,Base_passive_43.jpg,Agent_passive_43.jpg
5,FED_20161114d_3T1_redo,1,C,53,8,8.00350623200029,2,1.99944867500017,Agent,0,active,Melissa Oval is rolling Lily Triangle.,Melissa,Oval,Lily,Triangle,Base_active_53.jpg,Agent_active_53.jpg
6,FED_20161114d_3T1_redo,1,C,53,10,10.0035163419998,2,2.00033902300038,Patient,0,active,Melissa Oval is rolling Lily Triangle.,Melissa,Oval,Lily,Triangle,Base_active_53.jpg,Patient_active_53.jpg
,FED_20161114d_3T1_redo,1,C,NA,12,12.0044348649999,4,3.99866475999988,0,NA,,NA,NA,NA,NA,NA,,
7,FED_20161114d_3T1_redo,1,C,60,16,16.0036666340002,2,1.99964264499977,Agent,1,passive,Zach Star is being balanced by Melissa Oval.,Melissa,Oval,Zach,Star,Base_passive_60.jpg,Agent_passive_60.jpg
,FED_20161114d_3T1_redo,1,C,NA,18,18.0038917319998,2,1.99863732700032,0,NA,,NA,NA,NA,NA,NA,,
8,FED_20161114d_3T1_redo,1,C,27,20,20.0030938219998,2,2.00153688000046,Patient,0,active,Lily Triangle is shaking Melissa Oval.,Lily,Triangle,Melissa,Oval,Base_active_27.jpg,Patient_active_27.jpg
