SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
FED_20161114d_3T1_redo,2,y,4,2,1,16.011033058166504,20.532108068466187,Hard,"[4, 9, 3, 11, 5, 6, 2, 10]","[10, 11, 4, 9, 5, 6, 8, 12]",1,,0,
FED_20161114d_3T1_redo,2,y,4,2,2,24.013150930404663,28.517225980758667,Hard,"[8, 5, 3, 7, 11, 6, 12, 4]","[5, 3, 4, 11, 8, 12, 7, 1]",1,,0,
FED_20161114d_3T1_redo,2,y,4,2,3,32.0153489112854,36.51937198638916,Hard,"[5, 8, 12, 11, 3, 2, 9, 4]","[2, 11, 8, 9, 5, 4, 12, 6]",1,,0,
FED_20161114d_3T1_redo,2,y,4,2,4,40.00064492225647,44.521219968795776,Hard,"[7, 12, 3, 4, 11, 8, 6, 5]","[7, 4, 3, 6, 12, 5, 11, 2]",1,,0,
FED_20161114d_3T1_redo,2,y,4,2,5,48.00280404090881,52.52363991737366,Easy,"[10, 2, 12, 9]","[12, 9, 10, 11]",1,,0,
FED_20161114d_3T1_redo,2,y,4,2,6,56.00473690032959,60.52608394622803,Easy,"[9, 10, 8, 12]","[9, 8, 3, 10]",2,,0,
FED_20161114d_3T1_redo,2,y,4,2,7,64.00729990005493,68.52778387069702,Easy,"[11, 8, 3, 2]","[11, 2, 8, 12]",1,,0,
FED_20161114d_3T1_redo,2,y,4,2,8,72.0089840888977,76.52979707717896,Easy,"[1, 9, 8, 6]","[1, 6, 9, 12]",1,,0,
FED_20161114d_3T1_redo,2,y,4,2,9,80.01084589958191,84.53176689147949,Easy,"[8, 1, 12, 4]","[12, 5, 1, 8]",2,,0,
FED_20161114d_3T1_redo,2,y,4,2,10,88.01298809051514,92.51723194122314,Easy,"[7, 4, 3, 8]","[3, 8, 7, 2]",1,,0,
FED_20161114d_3T1_redo,2,y,4,2,11,96.01483798027039,100.51921606063843,Easy,"[3, 12, 2, 7]","[12, 3, 9, 2]",2,,0,
FED_20161114d_3T1_redo,2,y,4,2,12,104.0004620552063,108.52137207984924,Easy,"[7, 11, 1, 6]","[6, 11, 1, 12]",1,,0,
